elapsed_ms,timestamp,dTLB-loads,dTLB-load-misses,dTLB-stores,dTLB-store-misses,iTLB-loads,iTLB-load-misses,L1-dcache-loads,L1-dcache-load-misses,L1-dcache-stores,L1-icache-load-misses,l1d.replacement,l1d_pend_miss.fb_full,l1d_pend_miss.pending,LLC-loads,LLC-load-misses,LLC-stores,LLC-store-misses,cache-references,cache-misses,mem-loads,mem-stores,mem_inst_retired.all_loads,mem_inst_retired.all_stores,mem_inst_retired.any
10000,2026-03-08 20:27:46.340,30774978,5906483,36492897,5971,8312,6681,128148065,16127308,91487752,718733,17686547,16106875,3417162292,15983428,11515781,144217,61843,32480999,23609129,11545565,68552,66539159,43594564,74786293
10500,2026-03-08 20:27:46.840,13224380,5713259,20079341,4153,8729,5058,69459403,15669817,68675181,548353,15123428,12792739,2900547348,13252288,11539553,212100,102613,31514271,24381872,11864339,74301,24344497,681338,13596153
11000,2026-03-08 20:27:47.340,21247547,6149384,705835,2923,6012,5085,44349299,16803231,87089350,361355,15101678,17598513,3689886654,17724952,13706721,151056,81108,34417210,24178375,10259966,81087,63777138,37640443,59050730
11500,2026-03-08 20:27:47.840,11062814,5067673,1934665,4275,7555,5089,81875358,13674009,91256256,352160,15385421,12693388,2790785461,11669180,9473666,30091,3005,26969665,21629510,9200696,3099,11125427,718315,11646183
12000,2026-03-08 20:27:48.340,104462572,5215158,56122397,2799,7098,4448,34778458,17446145,36330466,348706,15896051,9020054,3051082808,12844470,11264929,25083,31124,29022584,22721468,9140079,94918,92772350,95225754,221873100
12500,2026-03-08 20:27:48.840,55440314,4390130,48875273,2679,5138,4062,30990318,13794484,723611,459813,12919374,7962742,2798338732,10607305,8355776,145023,82465,27453751,21047761,9255656,104279,62822055,51663455,120036781
13000,2026-03-08 20:27:49.340,50898243,4541559,48219154,2732,7933,5225,63451099,16548244,64225137,491014,14390666,11355745,3154182099,14180491,11095460,134315,23679,25760580,21656304,10885047,3864,14412449,14541644,66422405
13500,2026-03-08 20:27:49.840,43626727,4661211,41910442,2708,7751,4762,61577534,14313283,23872113,463901,12004670,6508495,2351522284,10775813,9655495,163560,84837,26440111,20639825,8431640,27247,12361309,9687854,52916323
14000,2026-03-08 20:27:50.340,32609360,5816864,711691,2641,8738,4864,15242753,17621971,708164,467306,17809088,14270195,3356379359,13767259,9612041,375822,201432,28707685,21779328,9158642,139227,107808122,72186141,99272958
14500,2026-03-08 20:27:50.840,73070265,4652095,24162716,2763,8070,5062,10506117,13093458,748154,493795,12884375,7593122,2652856435,11222307,9083796,173982,118252,28706934,21772412,8360727,178501,110017533,93065142,170681757
15000,2026-03-08 20:27:51.340,40785783,5343844,8672014,2650,9197,5258,17822889,16544568,40778418,528201,15642351,11346148,3036558454,13330003,10205773,359389,213601,27709239,22355149,10669704,168025,57491414,42050179,88795831
15500,2026-03-08 20:27:51.840,28181196,5974465,687074,2799,8019,5065,13392034,16804709,37457065,399615,14343568,9867281,2554871226,12010624,10147751,351958,110942,29697629,23718713,11287010,69394,64355862,43188369,69940535
16000,2026-03-08 20:27:52.340,27945686,5444654,680999,2721,6048,4577,15121982,18819416,21333900,419817,17372352,17265566,3478908955,15117807,11113179,141494,68313,26885864,20157068,7639074,71897,71412736,44145813,71719808
16500,2026-03-08 20:27:52.840,79557822,5396667,76665943,4020,6059,4714,74256198,15060362,51575924,350567,17496336,14695772,3115803005,13667835,10463027,145884,80389,31246370,23394577,11147892,118773,92322967,81181080,175264284
17000,2026-03-08 20:27:53.340,46936378,6734170,81317240,4097,7826,4546,106109010,20111130,69265003,328357,19126381,17681272,3620752538,16316127,11867880,278632,112864,36099255,25533448,12679395,60379,53128916,20604193,58108765
17500,2026-03-08 20:27:53.840,80164476,6083916,59372485,4160,5721,4280,110365404,17596862,74217968,328123,20420464,19903876,3736175852,16702913,11760759,15879,30876,34768583,23632470,10249966,72158,74387659,65088976,146060548
18000,2026-03-08 20:27:54.340,27031304,5418932,41980069,4017,7215,4351,64463745,18791098,44044940,419432,15411868,7066129,2085833310,9790384,8990225,284044,94273,31781542,24529696,11328647,2118,14439235,712039,16447145
18500,2026-03-08 20:27:54.840,11509993,5111416,721010,2769,5083,4854,25667336,14081695,52493033,464526,11347231,4880774,2361961261,11541340,10185967,106349,9795,26974427,21923494,9227875,2805,10746459,698757,11884204
19000,2026-03-08 20:27:55.340,12766469,5425107,7690940,4178,7937,5045,90421260,15753285,87233897,375634,16945610,14487577,3161826325,13548869,10953946,204405,122609,29124350,23320346,11567701,41049,17375939,725216,14276344
19500,2026-03-08 20:27:55.840,70159159,5123467,19655487,2834,8463,4972,13271565,16490714,719561,390049,14846982,11524002,2608464056,11046318,8247568,146294,71053,30854166,23973671,11703887,136874,120476999,96745697,168625507
20000,2026-03-08 20:27:56.340,11561295,4367386,17897868,4080,7772,4953,67703613,13293468,70414464,464856,14302126,15226580,3161915710,12754594,9278959,251055,79768,23884141,19818846,8815989,48270,31000943,6278752,11676503
20500,2026-03-08 20:27:56.840,92011693,4156057,103382958,2715,7124,4621,78512629,14149381,22429378,442779,13643934,9773652,2829470273,11185297,9130917,26610,4106,25147180,19820220,8723703,11839,28852739,31593638,128221513
21000,2026-03-08 20:27:57.340,57313532,5274606,60449880,4089,8150,4632,116341433,15588429,103367502,370043,16132402,14850108,3318088122,15201627,12422929,18091,1356,33578098,24871117,12209200,2179,15007587,15204504,72970357
21501,2026-03-08 20:27:57.841,49510970,5556206,47107409,2650,6804,4487,64602478,17005983,66953461,385305,13993397,5536784,2191892371,9571225,8856381,206277,45335,28775946,23166922,10612249,4144,14254163,10070648,58608158
22000,2026-03-08 20:27:58.340,43268395,4535045,54701045,3980,7031,4433,72585258,13165558,51880456,424516,12283273,3366221,2298214054,9608554,9028227,27141,4312,25865620,20832434,9708006,209808,51506469,40006618,83955874
22500,2026-03-08 20:27:58.840,48111901,4510830,13186532,2769,6238,4774,31309772,12998734,46446539,426626,12497500,7242658,2608708523,9865031,8283331,17575,118148,25777922,20706777,8557365,111716,60331297,49923358,105322679
23000,2026-03-08 20:27:59.340,36647653,5444204,31699835,4110,7208,4834,61055957,14615582,43284318,386371,14707923,13050736,3438623371,13072392,10015457,285678,160077,27091400,22238562,10509254,189232,110170725,71200367,102377246
23500,2026-03-08 20:27:59.840,21828617,4393246,32055585,4023,7544,4303,62891638,12864260,46013773,506334,11739816,8489468,2857391214,11268677,9127687,144666,72226,23999759,19497455,7953327,225007,47815320,25791674,40940276
24000,2026-03-08 20:28:00.340,26701162,4232870,43320574,3886,7724,4783,70401067,13972152,30084436,451125,14682913,13688479,2950254789,11808910,8713793,163080,76805,26857167,21859619,9347862,81851,48105753,24840089,36719029
24500,2026-03-08 20:28:00.840,48556336,4937950,70824230,3938,8886,4775,106614385,16638453,69745212,497811,16202416,14435758,3159545224,12627962,10769640,161778,68733,30107343,23706227,10605466,77498,37352320,23322042,63504203
25000,2026-03-08 20:28:01.340,59882533,4885767,52889167,2799,5735,5090,15858054,13325437,32045826,406970,13524719,8861642,2363463074,9637474,7990198,149694,5922,25448210,19915093,8570535,64876,45837678,40304735,95722117
25500,2026-03-08 20:28:01.840,57441385,5340512,47011887,5591,4492,3770,120993817,14145773,88161628,388961,17055064,15254685,3547551970,14962431,12163644,76610,51199,31031498,24297732,11321221,121566,59793501,49614830,102424546
26000,2026-03-08 20:28:02.340,75000164,5155469,16989480,2691,6498,5003,10979064,13894195,747015,516295,14341594,10334435,2837715522,11926086,8878766,135476,89033,24269678,18886817,7599396,142488,116896785,100682489,180324955
26500,2026-03-08 20:28:02.840,126883065,4933355,93093182,2854,6049,4570,21012386,16557208,770878,447526,16132891,16202106,3493803114,14310197,10611257,106008,70536,28571329,22752250,10032205,163816,145014392,137068133,291617381
27000,2026-03-08 20:28:03.340,104040058,5444755,74014518,2877,5520,4732,12933203,16521520,13531541,349767,15634857,12489434,3093478829,13468207,11615159,139806,71558,29128595,22625606,9451752,95540,98018395,91932501,200910165
27500,2026-03-08 20:28:03.840,15753545,5142449,758443,2745,7259,5109,19688230,14553734,33550261,494399,14748232,9336654,2786585175,11867108,8995137,192906,91978,25574987,20388622,7876412,91771,59220619,34672475,50735461
28000,2026-03-08 20:28:04.340,66266395,5731531,34618257,4141,7060,4809,62674978,17641782,55665970,379113,16369915,12150169,2988694351,12290838,10888885,143108,73643,29939451,22760869,9058013,151328,85239614,65664278,130015015
28500,2026-03-08 20:28:04.840,30918101,4961407,709715,2822,6387,4671,46158211,12409423,42467405,367952,13702553,11024927,2746920461,12543385,10846977,111460,74284,27605265,21877289,8237127,76823,56085393,43128773,79715557
29000,2026-03-08 20:28:05.340,65545059,4884840,54111210,2877,7128,5302,46808403,16960511,38475858,385242,15880574,16539364,3411042218,13744030,10388030,137339,64665,30039143,23698011,11472035,78956,55963753,43030257,96516735
29500,2026-03-08 20:28:05.840,100361080,5310602,83718299,2751,6335,5055,84133407,16748412,71586372,401520,19100964,19131593,3392623390,13389906,10772630,23942,2221,30080343,23089276,9880095,74347,64244029,60966159,165295365
